Taxon,Strain,Accession ID,Originating Laboratory,Submitting Laboratory,Authors
Tunisia/MHT_2/2020|2020-03-24,Tunisia/MHT_2/2020,EPI_ISL_458286,unknown,Bundeswehr Institute of Microbiology,Handrick et al
Turkey/HSGM-302/2020|2020-03-27,Turkey/HSGM-302/2020,EPI_ISL_437313,Ministry of Health Turkey,Ministry of Health Turkey,Fatma Bayrakdar et al
Turkey/IMU-SP-01/2020|2020-04-15,Turkey/IMU-SP-01/2020,EPI_ISL_460618,unknown,Physiology,Pence et al
Uganda/UG015/2020|2020-04-27,Uganda/UG015/2020,EPI_ISL_451197,Uganda Virus Research Institute,MRC/UVRI & LSHTM Uganda Research Unit,Dan Lule Bugembe et al
United_Arab_Emirates/L0904/2020|2020-02-25,United_Arab_Emirates/L0904/2020,EPI_ISL_435126,Mohammed Bin Rashid University of Medicine and Health Sciences,Al Jalila Genomics Center,Ahmad Abou Tayoun et al
United_Arab_Emirates/L1076/2020|2020-03-15,United_Arab_Emirates/L1076/2020,EPI_ISL_435128,Mohammed Bin Rashid University of Medicine and Health Sciences,Al Jalila Genomics Center,Ahmad Abou Tayoun et al
United_Arab_Emirates/L1189/2020|2020-05-04,United_Arab_Emirates/L1189/2020,EPI_ISL_469277,Mohammed Bin Rashid University of Medicine and Health Sciences,Al Jalila Genomics Center,Ahmad Abou Tayoun et al
United_Arab_Emirates/L2409/2020|2020-02-25,United_Arab_Emirates/L2409/2020,EPI_ISL_435131,Mohammed Bin Rashid University of Medicine and Health Sciences,Al Jalila Genomics Center,Ahmad Abou Tayoun et al
United_Arab_Emirates/L4280/2020|2020-02-08,United_Arab_Emirates/L4280/2020,EPI_ISL_435134,Mohammed Bin Rashid University of Medicine and Health Sciences,Al Jalila Genomics Center,Ahmad Abou Tayoun et al
United_Arab_Emirates/L4682/2020|2020-02-25,United_Arab_Emirates/L4682/2020,EPI_ISL_435135,Mohammed Bin Rashid University of Medicine and Health Sciences,Al Jalila Genomics Center,Ahmad Abou Tayoun et al
United_Arab_Emirates/L5630/2020|2020-01-29,United_Arab_Emirates/L5630/2020,EPI_ISL_435137,Mohammed Bin Rashid University of Medicine and Health Sciences,Al Jalila Genomics Center,Ahmad Abou Tayoun et al
United_Arab_Emirates/L6599/2020|2020-02-25,United_Arab_Emirates/L6599/2020,EPI_ISL_435138,Mohammed Bin Rashid University of Medicine and Health Sciences,Al Jalila Genomics Center,Ahmad Abou Tayoun et al
United_Arab_Emirates/P1/2020|2020-03-30,United_Arab_Emirates/P1/2020,EPI_ISL_463740,Mohammed Bin Rashid University of Medicine and Health Sciences,Al Jalila Genomics Center,Ahmad Abou Tayoun et al
Uruguay/Mdeo-1/2020|2020-03-13,Uruguay/Mdeo-1/2020,EPI_ISL_444493,"Departamento de Laboratorios de Salud Publica (DLSP, Division Epidemiologia, Ministerio de Salud Publica)","Facultad de Ciencias (Sección Genética Evolutiva, Sección Virología).",Panzera et al
Uruguay/UY-NYUMC852/2020|2020-03-17,Uruguay/UY-NYUMC852/2020,EPI_ISL_457948,Laboratorio de Biología Molecular Asociación Española Primera en Salud,"Departments of Pathology and Medicine, New York University School of Medicine",Maria Victoria Elizondo et al
Uruguay/UY-NYUMC861/2020|2020-03-25,Uruguay/UY-NYUMC861/2020,EPI_ISL_457957,Laboratorio de Biología Molecular Asociación Española Primera en Salud,"Departments of Pathology and Medicine, New York University School of Medicine",Maria Victoria Elizondo et al
Uruguay/UY-NYUMC864/2020|2020-03-28,Uruguay/UY-NYUMC864/2020,EPI_ISL_457960,Laboratorio de Biología Molecular Asociación Española Primera en Salud,"Departments of Pathology and Medicine, New York University School of Medicine",Maria Victoria Elizondo et al
Uruguay/UY-NYUMC865/2020|2020-03-28,Uruguay/UY-NYUMC865/2020,EPI_ISL_457961,Laboratorio de Biología Molecular Asociación Española Primera en Salud,"Departments of Pathology and Medicine, New York University School of Medicine",Maria Victoria Elizondo et al
Uruguay/UY-NYUMC872/2020|2020-04-11,Uruguay/UY-NYUMC872/2020,EPI_ISL_457968,Laboratorio de Biología Molecular Asociación Española Primera en Salud,"Departments of Pathology and Medicine, New York University School of Medicine",Maria Victoria Elizondo et al
Uruguay/UY-NYUMC876/2020|2020-04-21,Uruguay/UY-NYUMC876/2020,EPI_ISL_457972,Laboratorio de Biología Molecular Asociación Española Primera en Salud,"Departments of Pathology and Medicine, New York University School of Medicine",Maria Victoria Elizondo et al
USA/AZ1/2020|2020-01-22,USA/AZ1/2020,EPI_ISL_406223,Arizona Department of Health Services,"Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention",Ying Tao et al
USA/CA-CZB-1622/2020|2020-05-07,USA/CA-CZB-1622/2020,EPI_ISL_468551,San Joaquin County Public Health Lab,Chan-Zuckerberg Biohub,CZB Cliahub Consortium et al
USA/CA-SR0372/2020|2020-04-21,USA/CA-SR0372/2020,EPI_ISL_458255,Scripps Medical Laboratory,Andersen lab at Scripps Research,SEARCH Alliance San Diego with Michael Quigley et al
USA/CA-SR0453/2020|2020-05-19,USA/CA-SR0453/2020,EPI_ISL_467976,Rady's Childrens Hospital,Andersen lab at Scripps Research,SEARCH Alliance San Diego et al
USA/CA2/2020|2020-01-22,USA/CA2/2020,EPI_ISL_406036,California Department of Public Health,"Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention",Anna Uehara et al
USA/CA4/2020|2020-01-29,USA/CA4/2020,EPI_ISL_408009,California Department of Health,"Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention",Krista Queen et al
USA/CA7/2020|2020-02-06,USA/CA7/2020,EPI_ISL_411954,California Department of Public Health,"Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention",Krista Queen et al
USA/CA8/2020|2020-02-10,USA/CA8/2020,EPI_ISL_411955,California Department of Public Health,"Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention",Krista Queen et al
USA/CruiseA-15/2020|2020-02-18,USA/CruiseA-15/2020,EPI_ISL_413620,unknown,"Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention",Clinton R. Paden et al
USA/CruiseA-3/2020|2020-02-18,USA/CruiseA-3/2020,EPI_ISL_413608,unknown,"Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention",Anna Uehara et al
USA/CT-UW-6592/2020|2020-04-03,USA/CT-UW-6592/2020,EPI_ISL_461416,UW Virology Lab,UW Virology Lab,Pavitra Roychoudhury et al
USA/FL-BPHL-0102/2020|2020-04-28,USA/FL-BPHL-0102/2020,EPI_ISL_445044,Florida Bureau of Public Health Laboratories,Florida Bureau of Public Health Laboratories,Sarah Schmedes et al
USA/LA-SR0297/2020|2020-04-08,USA/LA-SR0297/2020,EPI_ISL_445152,Robert Garry lab,Andersen lab at Scripps Research,Allison Smither et al
USA/MI-MDHHS-SC20268/2020|2020-03-27,USA/MI-MDHHS-SC20268/2020,EPI_ISL_447066,"Michigan Department of Health and Human Services, Bureau of Laboratories","Michigan Department of Health and Human Services, Bureau of Laboratories",Blankenship HM et al
USA/MI-MDHHS-SC20504/2020|2020-05-11,USA/MI-MDHHS-SC20504/2020,EPI_ISL_460042,"Michigan Department of Health and Human Services, Bureau of Laboratories","Michigan Department of Health and Human Services, Bureau of Laboratories",Blankenship HM et al
USA/MI-MDHHS-SC20678/2020|2020-05-14,USA/MI-MDHHS-SC20678/2020,EPI_ISL_471702,"Michigan Department of Health and Human Services, Bureau of Laboratories","Michigan Department of Health and Human Services, Bureau of Laboratories",Blankenship HM et al
USA/MI-MDHHS-SC20685/2020|2020-05-16,USA/MI-MDHHS-SC20685/2020,EPI_ISL_471709,"Michigan Department of Health and Human Services, Bureau of Laboratories","Michigan Department of Health and Human Services, Bureau of Laboratories",Blankenship HM et al
USA/MI-MDHHS-SC20802/2020|2020-05-19,USA/MI-MDHHS-SC20802/2020,EPI_ISL_471823,"Michigan Department of Health and Human Services, Bureau of Laboratories","Michigan Department of Health and Human Services, Bureau of Laboratories",Blankenship HM et al
USA/MI-MDHHS-SC20808/2020|2020-05-19,USA/MI-MDHHS-SC20808/2020,EPI_ISL_471829,"Michigan Department of Health and Human Services, Bureau of Laboratories","Michigan Department of Health and Human Services, Bureau of Laboratories",Blankenship HM et al
USA/MI-MDHHS-SC20888/2020|2020-05-17,USA/MI-MDHHS-SC20888/2020,EPI_ISL_471909,"Michigan Department of Health and Human Services, Bureau of Laboratories","Michigan Department of Health and Human Services, Bureau of Laboratories",Blankenship HM et al
USA/MN-MDH-1073/2020|2020-06-03,USA/MN-MDH-1073/2020,EPI_ISL_470753,"Minnesota Department of Health, Public Health Laboratory","Minnesota Department of Health, Public Health Laboratory",Matt Plumb et al
USA/MN-MDH-1078/2020|2020-06-03,USA/MN-MDH-1078/2020,EPI_ISL_470758,"Minnesota Department of Health, Public Health Laboratory","Minnesota Department of Health, Public Health Laboratory",Matt Plumb et al
USA/MN-MDH-1080/2020|2020-06-03,USA/MN-MDH-1080/2020,EPI_ISL_470760,"Minnesota Department of Health, Public Health Laboratory","Minnesota Department of Health, Public Health Laboratory",Matt Plumb et al
USA/MN-MDH-1091/2020|2020-06-03,USA/MN-MDH-1091/2020,EPI_ISL_470771,"Minnesota Department of Health, Public Health Laboratory","Minnesota Department of Health, Public Health Laboratory",Matt Plumb et al
USA/MN-MDH-1095/2020|2020-06-03,USA/MN-MDH-1095/2020,EPI_ISL_470775,"Minnesota Department of Health, Public Health Laboratory","Minnesota Department of Health, Public Health Laboratory",Matt Plumb et al
USA/MN-MDH-1096/2020|2020-06-03,USA/MN-MDH-1096/2020,EPI_ISL_470776,"Minnesota Department of Health, Public Health Laboratory","Minnesota Department of Health, Public Health Laboratory",Matt Plumb et al
USA/MN-MDH-1103/2020|2020-06-03,USA/MN-MDH-1103/2020,EPI_ISL_470783,"Minnesota Department of Health, Public Health Laboratory","Minnesota Department of Health, Public Health Laboratory",Matt Plumb et al
USA/MN-MDH-1104/2020|2020-06-03,USA/MN-MDH-1104/2020,EPI_ISL_470784,"Minnesota Department of Health, Public Health Laboratory","Minnesota Department of Health, Public Health Laboratory",Matt Plumb et al
USA/MO-WUSTL033/2020|2020-06-08,USA/MO-WUSTL033/2020,EPI_ISL_467301,Washington University in St. Louis,Washington University in St. Louis,David Wang et al
USA/MO-WUSTL035/2020|2020-06-08,USA/MO-WUSTL035/2020,EPI_ISL_467302,Washington University in St. Louis,Washington University in St. Louis,David Wang et al
USA/MO-WUSTL055/2020|2020-06-08,USA/MO-WUSTL055/2020,EPI_ISL_467304,Washington University in St. Louis,Washington University in St. Louis,David Wang et al
USA/NY-PV09379/2020|2020-03-19,USA/NY-PV09379/2020,EPI_ISL_450062,MSHS Clinical Microbiology Laboratories,MSHS Pathogen Surveillance Program,Ana S. Gonzalez-Reiche et al
USA/TX1/2020|2020-02-11,USA/TX1/2020,EPI_ISL_411956,Texas Department of State Health Services,"Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention",Krista Queen et al
USA/WA-S1047/2020|2020-05-03,USA/WA-S1047/2020,EPI_ISL_463537,Washington State Department of Health,Seattle Flu Study,Chu et al et al
USA/WA-UW-10029/2020|2020-05-29,USA/WA-UW-10029/2020,EPI_ISL_461452,UW Virology Lab,UW Virology Lab,Pavitra Roychoudhury et al
USA/WA-UW-10039/2020|2020-05-29,USA/WA-UW-10039/2020,EPI_ISL_461455,UW Virology Lab,UW Virology Lab,Pavitra Roychoudhury et al
USA/WA-UW-10107/2020|2020-05-29,USA/WA-UW-10107/2020,EPI_ISL_461466,UW Virology Lab,UW Virology Lab,Pavitra Roychoudhury et al
USA/WA-UW-10108/2020|2020-05-29,USA/WA-UW-10108/2020,EPI_ISL_461467,UW Virology Lab,UW Virology Lab,Pavitra Roychoudhury et al
USA/WA-UW-10129/2020|2020-05-29,USA/WA-UW-10129/2020,EPI_ISL_461473,UW Virology Lab,UW Virology Lab,Pavitra Roychoudhury et al
USA/WA-UW-5911/2020|2020-04-07,USA/WA-UW-5911/2020,EPI_ISL_430930,UW Virology Lab,UW Virology Lab,Pavitra Roychoudhury et al
USA/WA-UW187/2020|2020-03-13,USA/WA-UW187/2020,EPI_ISL_416725,UW Virology Lab,UW Virology Lab,Pavitra Roychoudhury et al
USA/WI-GMF-05143/2020|2020-06-03,USA/WI-GMF-05143/2020,EPI_ISL_471145,Gundersen Molecular Diagnostics Laboratory,Kabara Cancer Research Institute,Craig S. Richmond et al
USA/WI-GMF-05510/2020|2020-06-07,USA/WI-GMF-05510/2020,EPI_ISL_471146,Gundersen Molecular Diagnostics Laboratory,Kabara Cancer Research Institute,Craig S. Richmond et al
USA/WI-GMF-05641/2020|2020-06-08,USA/WI-GMF-05641/2020,EPI_ISL_471147,Gundersen Molecular Diagnostics Laboratory,Kabara Cancer Research Institute,Craig S. Richmond et al
USA/WI-GMF-05642/2020|2020-06-08,USA/WI-GMF-05642/2020,EPI_ISL_471148,Gundersen Molecular Diagnostics Laboratory,Kabara Cancer Research Institute,Craig S. Richmond et al
USA/WI-GMF-05678/2020|2020-06-08,USA/WI-GMF-05678/2020,EPI_ISL_471149,Gundersen Molecular Diagnostics Laboratory,Kabara Cancer Research Institute,Craig S. Richmond et al
USA/WI-GMF-05945/2020|2020-06-11,USA/WI-GMF-05945/2020,EPI_ISL_471150,Gundersen Molecular Diagnostics Laboratory,Kabara Cancer Research Institute,Craig S. Richmond et al
USA/WI-GMF-06001/2020|2020-06-12,USA/WI-GMF-06001/2020,EPI_ISL_471151,Gundersen Molecular Diagnostics Laboratory,Kabara Cancer Research Institute,Craig S. Richmond et al
USA/WI-GMF-06054/2020|2020-06-12,USA/WI-GMF-06054/2020,EPI_ISL_471152,Gundersen Molecular Diagnostics Laboratory,Kabara Cancer Research Institute,Craig S. Richmond et al
USA/WI-GMF-06127/2020|2020-06-13,USA/WI-GMF-06127/2020,EPI_ISL_471153,Gundersen Molecular Diagnostics Laboratory,Kabara Cancer Research Institute,Craig S. Richmond et al
USA/WI-GMF-06190/2020|2020-06-13,USA/WI-GMF-06190/2020,EPI_ISL_471154,Gundersen Molecular Diagnostics Laboratory,Kabara Cancer Research Institute,Craig S. Richmond et al
USA/WI-GMF-06192/2020|2020-06-13,USA/WI-GMF-06192/2020,EPI_ISL_471155,Gundersen Molecular Diagnostics Laboratory,Kabara Cancer Research Institute,Craig S. Richmond et al
USA/WI-GMF-06288/2020|2020-06-14,USA/WI-GMF-06288/2020,EPI_ISL_471156,Gundersen Molecular Diagnostics Laboratory,Kabara Cancer Research Institute,Craig S. Richmond et al
USA/WI-GMF-M00004/2020|2020-05-24,USA/WI-GMF-M00004/2020,EPI_ISL_455581,Gundersen Clinical Microbiology Laboratory,Kabara Cancer Research Institute,Craig S. Richmond et al
USA/WI1/2020|2020-01-31,USA/WI1/2020,EPI_ISL_408670,Wisconsin Department of Health Services,"Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention",Jing Zhang et al
Vietnam/19-01S/2020|2020-01-22,Vietnam/19-01S/2020,EPI_ISL_418269,"Microbiology and Immunology department, Pasteur institute in Ho Chi Minh city","Microbiology and Immunology department, Pasteur institute in Ho Chi Minh city",Cao et al
Vietnam/19-02S/2020|2020-01-22,Vietnam/19-02S/2020,EPI_ISL_418267,"Microbiology and Immunology department, Pasteur institute in Ho Chi Minh city","Microbiology and Immunology department, Pasteur institute in Ho Chi Minh city",Nguyen et al
Vietnam/38142/2020|2020-01-24,Vietnam/38142/2020,EPI_ISL_416427,"National Influenza Center, National Institute of Hygiene and Epidemiology (NIHE)","National Influenza Center, National Institute of Hygiene and Epidemiology (NIHE)",Le Quynh Mai et al
Vietnam/CM99/2020|2020-02-11,Vietnam/CM99/2020,EPI_ISL_416429,"National Influenza Center, National Institute of Hygiene and Epidemiology (NIHE)","National Influenza Center, National Institute of Hygiene and Epidemiology (NIHE)",Le Quynh Mai et al
Vietnam/HCMC-05004/2020|2020-03-27,Vietnam/HCMC-05004/2020,EPI_ISL_450738,OUCRU/HTD,OUCRU/HTD,Nguyen Van Vinh Chau et al
Vietnam/VNHN_1528/2020|2020-03-22,Vietnam/VNHN_1528/2020,EPI_ISL_455697,National Hospital of Tropical Diseases,"Oxford University Clinical Research Unit, Hanoi, Vietnam",Nguyen Thi Tam et al
Vietnam/VR03-38142/2020|2020-01-24,Vietnam/VR03-38142/2020,EPI_ISL_408668,National Influenza Center - National Institute of Hygiene and Epidemiology (NIHE),National Influenza Center - National Institute of Hygiene and Epidemiology (NIHE),Ung Thi Hong Trang et al
Wales/PHWC-162645/2020|2020-05-27,Wales/PHWC-162645/2020,EPI_ISL_473101,Wales Specialist Virology Centre Sequencing lab: Pathogen Genomics Unit,COVID-19 Genomics UK (COG-UK) Consortium,Catherine Moore et al
Wales/PHWC-162BFB/2020|2020-05-27,Wales/PHWC-162BFB/2020,EPI_ISL_473177,Wales Specialist Virology Centre Sequencing lab: Pathogen Genomics Unit,COVID-19 Genomics UK (COG-UK) Consortium,Catherine Moore et al
Wales/PHWC-162E01/2020|2020-05-20,Wales/PHWC-162E01/2020,EPI_ISL_473205,Wales Specialist Virology Centre Sequencing lab: Pathogen Genomics Unit,COVID-19 Genomics UK (COG-UK) Consortium,Catherine Moore et al
Wales/PHWC-1645FB/2020|2020-05-08,Wales/PHWC-1645FB/2020,EPI_ISL_474203,Originating lab: Wales Specialist Virology Centre Sequencing lab: Pathogen Genomics Unit,COVID-19 Genomics UK (COG-UK) Consortium,Catherine Moore et al
Wuhan/HB-WH1-134/2020|2020-02-22,Wuhan/HB-WH1-134/2020,EPI_ISL_454911,Wuhan Chain Medical Labs (CMLabs),State Key Laboratory of Biotherapy of Sichuan University,Baowen Du et al
Wuhan/HBCDC-HB-01/2019|2019-12-30,Wuhan/HBCDC-HB-01/2019,EPI_ISL_402132,Wuhan Jinyintan Hospital,Hubei Provincial Center for Disease Control and Prevention,Bin Fang et al
Wuhan/HBCDC-HB-02/2019|2019-12-30,Wuhan/HBCDC-HB-02/2019,EPI_ISL_412898,Wuhan Jinyintan Hospital,Hubei Provincial Center for Disease Control and Prevention,Bin Fang et al
Wuhan/HBCDC-HB-02/2020|2020-01-17,Wuhan/HBCDC-HB-02/2020,EPI_ISL_412978,The Central Hospital Of Wuhan,Hubei Provincial Center for Disease Control and Prevention,Bin Fang et al
Wuhan/HBCDC-HB-03/2019|2019-12-30,Wuhan/HBCDC-HB-03/2019,EPI_ISL_412899,Wuhan Jinyintan Hospital,Hubei Provincial Center for Disease Control and Prevention,Bin Fang et al
Wuhan/HBCDC-HB-03/2020|2020-01-18,Wuhan/HBCDC-HB-03/2020,EPI_ISL_412979,"Union Hospital of Tongji Medical College, Huazhong University of Science and Technology",Hubei Provincial Center for Disease Control and Prevention,Bin Fang et al
Wuhan/HBCDC-HB-05/2020|2020-01-18,Wuhan/HBCDC-HB-05/2020,EPI_ISL_412981,CR&WISCO GENERAL HOSPITAL,Hubei Provincial Center for Disease Control and Prevention,Bin Fang et al
Wuhan/Hu-1/2019|2019-12-31,Wuhan/Hu-1/2019,EPI_ISL_402125,National Institute for Communicable Disease Control and Prevention (ICDC) Chinese Center for Disease Control and Prevention (China CDC),National Institute for Communicable Disease Control and Prevention (ICDC) Chinese Center for Disease Control and Prevention (China CDC),Zhang et al
